1,2018-06-01 05:00:00,2018-07-01 00:00:00
2,2018-07-01 00:01:00,2018-08-01 00:00:00
3,2018-08-01 00:01:00,2018-09-01 00:00:00
4,2018-09-01 00:01:00,2018-10-01 00:00:00
5,2018-10-01 00:01:00,2018-11-01 00:00:00
6,2018-11-01 00:01:00,2018-12-01 00:00:00
7,2018-12-01 00:01:00,2019-01-01 00:00:00
8,2019-01-01 00:01:00,2019-02-01 00:00:00
9,2019-02-01 00:00:00,2019-03-01 00:00:00
