,0,1,2,3,4
2018-12-20 10:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:23:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:28:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:33:00.015,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:38:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:48:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:53:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 10:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:03:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:23:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:33:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:38:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:48:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:53:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 11:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:08:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:18:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:33:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:43:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:48:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:53:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 12:58:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:13:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:23:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:28:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:33:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:38:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:53:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 13:58:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:03:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:13:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:28:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:33:00.016,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:53:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 14:58:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:13:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:18:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:23:00.019,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:33:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:43:00.019,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:48:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 15:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:13:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:18:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:23:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:33:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 16:58:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:13:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:18:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:23:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:33:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:38:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:48:00.018,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 17:58:00.016,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:03:00.019,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:08:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:13:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:23:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:28:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:33:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:38:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:53:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 18:58:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:08:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:13:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:18:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:23:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:33:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:38:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:43:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:48:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:53:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 19:58:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:08:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:23:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:28:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:33:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:38:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:53:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 20:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:03:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:13:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:28:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:33:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:38:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 21:58:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:08:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:13:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:23:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:28:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:33:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:43:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:53:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 22:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:23:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:28:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:33:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:43:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:48:00.017,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:53:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-20 23:58:00.026,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:13:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:23:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:33:00.016,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:38:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:43:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:48:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:53:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 00:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:33:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:38:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:48:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:53:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 01:58:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:08:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:13:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:18:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:28:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:33:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:48:00.018,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:53:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 02:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:03:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:23:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:33:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:38:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:43:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:48:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:53:00.017,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 03:58:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:03:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:08:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:13:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:33:00.016,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:43:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 04:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:08:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:13:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:33:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:38:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:48:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:53:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 05:58:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:03:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:08:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:13:00.020,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:18:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:23:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:33:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:38:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:48:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 06:58:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:03:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:08:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:13:00.019,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:23:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:33:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:43:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:48:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:53:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 07:58:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:03:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:08:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:13:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:18:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:23:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:28:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:33:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:38:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:43:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:48:00.018,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:53:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 08:58:00.019,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:03:00.052,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:08:00.038,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:13:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:23:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:28:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:33:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:38:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:43:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:53:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 09:58:00.026,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:03:00.025,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:13:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:18:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:23:00.026,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:28:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:33:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:38:00.024,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:43:00.021,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:48:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:53:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 10:58:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 11:03:00.023,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 11:08:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 11:13:00.016,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
2018-12-21 11:18:00.022,XLM.p,DGB.p,ARDR.p,XMR.p,LSK.p
